826,5,
827,5,
828,5,
829,5,
830,5,
831,5,
832,5,
833,5,
834,5,
835,6,
836,5,
837,5,
838,6,
839,5,
840,5,
841,5,
842,5,
843,5,
844,5,
845,4,
846,4,
847,4,
848,4,
849,4,
850,4,
851,4,
852,4,
853,4,
854,4,
855,4,
856,3,
857,3,
858,4,
859,4,
860,4,
861,4,
862,4,
863,4,
864,4,
865,3,
866,3,
867,3,
868,3,
869,3,
870,3,
871,3,
872,3,
873,3,
874,3,
875,3,
876,3,
877,3,
878,3,
879,3,
880,2,
881,3,
882,3,
883,2,
884,3,
885,2,
886,3,
887,3,
888,3,
889,4,
890,4,
891,4,
892,4,
893,4,
894,5,
895,5,
896,5,
897,5,
898,5,
899,5,
900,5,
901,5,
902,5,
903,5,
904,5,
905,5,
906,5,
907,5,
908,5,
909,5,
910,5,
911,5,
912,5,
913,5,
914,5,
915,5,
916,5,
917,5,
918,5,
919,5,
920,5,
921,5,
922,5,
923,5,
924,5,
925,5,
926,5,
927,5,
928,5,
929,5,
930,5,
931,5,
932,5,
933,5,
934,5,
935,5,
936,5,
937,5,
938,5,
939,5,
940,5,
941,5,
942,5,
943,5,
944,5,
945,5,
946,5,
947,5,
948,5,
949,5,
950,5,
951,5,
952,5,
953,5,
954,5,
955,6,
956,5,
957,5,
958,5,
959,5,
960,6,
961,5,
962,5,
963,5,
964,5,
965,5,
966,5,
967,8,
968,8,
969,9,
970,6,
971,6,
972,6,
973,6,
974,6,
975,6,
976,6,
977,6,
978,6,
979,5,
980,6,
981,6,
982,6,
983,6,
984,6,
985,6,
986,6,
987,6,
988,6,
989,6,
990,6,
991,6,
992,6,
993,6,
994,6,
995,8,
996,8,
997,8,
998,8,
999,8,x
