5,8,
6,8,
7,8,
8,8,
9,8,
10,8,
11,8,
12,8,
13,8,
14,8,
15,8,
16,8,
17,8,
18,8,
19,8,
20,8,
21,8,
22,8,
23,8,
24,8,
25,8,
26,8,
27,8,
28,8,
29,8,
30,8,
31,8,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,8,
40,8,
41,8,
42,8,
43,8,
44,8,
45,8,
46,8,
47,8,
48,8,
49,8,
50,8,
51,8,
52,8,
53,8,
54,8,
55,8,
56,8,
57,8,
58,8,
59,8,
60,8,
61,8,
62,8,
63,8,
64,8,
65,8,
66,8,
67,8,
68,8,
69,8,
70,8,
71,8,
72,8,
73,8,
74,8,
75,8,
76,8,
77,8,
78,8,
79,8,
80,7,
81,7,
82,7,
83,7,
84,7,
85,8,
86,8,
87,8,
88,8,
89,8,
90,8,
91,8,
92,8,
93,8,
94,8,
95,8,
96,8,
97,8,
98,8,
99,8,
100,8,
101,8,
102,8,
103,8,
104,8,
105,8,
106,8,
107,8,
108,8,
109,8,
110,8,
111,8,
112,8,
113,8,
114,8,
115,8,
116,8,
117,8,
118,8,
119,8,
120,8,
121,8,
122,8,
123,8,
124,8,
125,8,
126,8,
127,8,
128,8,
129,8,
130,7,
131,7,
132,7,
133,7,
134,7,
135,7,
136,7,
137,7,
138,7,
139,7,
140,7,
141,7,
142,7,
143,7,
144,7,
145,7,
146,7,
147,7,
148,7,
149,7,
150,7,
151,7,
152,7,
153,7,
154,7,
155,7,
156,7,
157,7,
158,7,
159,7,
160,7,
161,7,
162,7,
163,7,
164,7,
165,7,
166,7,
167,7,
168,7,
169,7,
170,7,
171,7,
172,7,
173,7,
174,7,
175,7,
176,7,
177,7,
178,7,
179,7,
180,8,
181,8,
182,8,
183,8,
184,8,
185,8,
186,8,
187,8,
188,8,
189,7,
190,7,
191,7,
192,7,
193,7,
194,7,
195,7,
196,7,
197,7,
198,7,
199,7,
200,7,
201,7,
202,7,
203,7,
204,7,
205,7,
206,7,
207,7,
208,7,
209,7,
210,7,
211,7,
212,7,
213,7,
214,7,
215,7,
216,7,
217,7,
218,7,
219,7,
220,7,
221,7,
222,7,
223,7,
224,7,
225,7,
226,7,
227,7,
228,7,
229,7,
230,7,
231,7,
232,7,
233,7,
234,7,
235,7,
236,7,
237,7,
238,7,
239,7,
240,7,
241,7,
242,6,
243,7,
244,7,
245,7,
246,7,
247,7,
248,7,
249,7,
250,7,
251,7,
252,7,
253,7,
254,7,
255,7,
256,7,
257,7,
258,7,
259,7,
260,7,
261,7,
262,7,
263,7,
264,7,
265,7,
266,7,
267,7,
268,7,
269,7,
270,7,
271,7,
272,7,
273,7,
274,7,
275,7,
276,7,
277,7,
278,7,
279,7,
280,7,
281,7,
282,7,
283,7,
284,7,
285,7,
286,7,
287,6,
288,6,
289,6,
290,7,
291,7,
292,7,
293,6,
294,7,
295,7,
296,6,
297,7,
298,7,
299,7,
300,6,
301,6,
302,6,
303,6,
304,6,
305,6,
306,6,
307,6,
308,7,
309,7,
310,6,
311,6,
312,6,
313,7,
314,7,
315,7,
316,6,
317,6,
318,6,
319,6,
320,7,
321,7,
322,7,
323,6,
324,6,
325,6,
326,7,
327,7,
328,7,
329,7,
330,7,
331,7,
332,7,
333,7,
334,7,
335,7,
336,7,
337,7,
338,7,
339,7,
340,7,
341,7,
342,7,
343,7,
344,7,
345,7,
346,7,
347,7,
348,7,
349,7,
350,6,
351,6,
352,6,
353,6,
354,6,
355,6,
356,6,
357,6,
358,6,
359,6,
360,6,
361,6,
362,6,
363,6,
364,6,
365,6,
366,6,
367,6,
368,6,
369,5,
370,6,
371,6,
372,6,
373,6,
374,6,
375,5,
376,6,
377,6,
378,6,
379,6,
380,5,
381,5,
382,5,
383,5,
384,6,
385,6,
386,5,
387,5,
388,5,
389,5,
390,5,
391,5,
392,5,
393,5,
394,5,
395,5,
396,5,
397,5,
398,6,
399,6,
400,6,
401,6,
402,6,
403,6,
404,6,
405,6,
406,6,
407,6,
408,6,
409,6,
410,6,
411,7,
412,7,
413,6,
414,6,
415,7,
416,7,
417,6,
418,6,
419,6,
420,6,
421,6,
422,6,
423,6,
424,6,
425,6,
426,6,
427,6,
428,6,
429,6,
430,6,
431,6,
432,6,
433,6,
434,7,
435,7,
436,7,
437,6,
438,6,
439,7,
440,7,
441,7,
442,7,
443,7,
444,7,
445,7,
446,7,
447,7,
448,7,
449,7,
450,6,
451,6,
452,6,
453,6,
454,6,
455,6,
456,6,
457,6,
458,6,
459,6,
460,6,
461,6,
462,6,
463,6,
464,6,
465,6,
466,6,
467,6,
468,6,
469,6,
470,6,
471,6,
472,6,
473,6,
474,6,
475,6,
476,6,
477,6,
478,6,
479,6,
480,7,
481,7,
482,7,
483,7,
484,7,
485,7,
486,7,
487,7,
488,6,
489,6,
490,6,
491,6,
492,7,
493,6,
494,6,
495,6,
496,7,
497,7,
498,6,
499,6,
500,5,
501,5,
502,5,
503,5,
504,6,
505,5,
506,6,
507,6,
508,5,
509,5,
510,5,
511,5,
512,5,
513,5,
514,5,
515,5,
516,5,
517,5,
518,5,
519,5,
520,6,
521,6,
522,6,
523,6,
524,6,
525,5,
526,6,
527,6,
528,6,
529,6,
530,6,
531,6,
532,6,
533,6,
534,6,
535,6,
536,6,
537,6,
538,6,
539,6,
540,6,
541,6,
542,6,
543,6,
544,6,
545,6,
546,6,
547,6,
548,6,
549,6,
550,6,
551,6,
552,6,
553,6,
554,6,
555,6,
556,6,
557,6,
558,6,
559,6,
560,6,
561,6,
562,6,
563,6,
564,6,
565,6,
566,6,
567,6,
568,6,
569,6,
570,5,
571,5,
572,5,
573,5,
574,5,
575,5,
576,6,
577,5,
578,5,
579,5,
580,6,
581,6,
582,6,
583,6,
584,6,
585,6,
586,6,
587,6,
588,6,
589,5,
590,5,
591,5,
592,5,
593,5,
594,6,
595,6,
596,6,
597,5,
598,6,
599,6,
600,6,
601,6,
602,6,
603,6,
604,6,
605,6,
606,6,
607,6,
608,6,
609,6,
610,6,
611,6,
612,6,
613,6,
614,6,
615,6,
616,6,
617,6,
618,6,
619,6,
620,6,
621,6,
622,6,
623,6,
624,6,
625,6,
626,6,
627,6,
628,6,
629,6,
630,6,
631,6,
632,6,
633,6,
634,6,
635,5,
636,6,
637,6,
638,6,
639,6,
640,5,
641,5,
642,5,
643,5,
644,5,
645,5,
646,5,
647,5,
648,5,
649,5,
650,5,
651,5,
652,5,
653,5,
654,5,
655,5,
656,5,
657,5,
658,5,
659,5,
660,5,
661,5,
662,5,
663,5,
664,5,
665,5,
666,5,
667,5,
668,5,
669,5,
670,5,
671,5,
672,5,
673,5,
674,5,
675,5,
676,5,
677,5,
678,5,
679,4,
680,5,
681,5,
682,5,
683,5,
684,5,
685,5,
686,5,
687,5,
688,5,
689,5,
690,5,
691,5,
692,5,
693,5,
694,5,
695,5,
696,5,
697,5,
698,5,
699,5,
700,5,
701,5,
702,5,
703,5,
704,5,
705,5,
706,5,
707,5,
708,5,
709,5,
710,5,
711,5,
712,5,
713,5,
714,5,
715,5,
716,5,
717,5,
718,5,
719,5,
720,5,
721,5,
722,5,
723,5,
724,5,
725,5,
726,5,
727,5,
728,5,
729,5,
730,4,
731,4,
732,4,
733,4,
734,4,
735,4,
736,4,
737,4,
738,4,
739,4,
740,5,
741,5,
742,5,
743,5,
744,5,
745,5,
746,5,
747,5,
748,4,
749,5,
750,4,
751,4,
752,4,
753,4,
754,4,
755,5,
756,5,
757,4,
758,4,
759,5,
760,4,
761,4,
762,4,
763,4,
764,4,
765,4,
766,4,
767,4,
768,4,
769,4,
770,5,
771,5,
772,5,
773,5,
774,5,
775,5,
776,5,
777,5,
778,5,
779,4,
780,4,
781,4,
782,4,
783,4,
784,4,
785,4,
786,4,
787,4,
788,4,
789,4,
790,4,
791,4,
792,4,
793,3,
794,3,
795,4,
796,4,
797,3,
798,2,
799,2,
800,4,
801,4,
802,4,
803,4,
804,4,
805,4,
806,4,
807,4,
808,4,
809,4,
810,4,
811,4,
812,4,
813,3,
814,4,
815,4,
816,4,
817,5,
818,5,
819,5,
820,5,
821,5,
822,5,
823,5,
824,5,
825,5,
